,X
0,25.000140802506426
1,2.996731380450059
2,-0.6730193422826729
3,2.9988755765660406
4,25.000177767593364
5,19.429514809584525
6,24.999835540834777
7,15.701432559773298
8,25.000382378559227
9,2.9902049580778596
10,24.999313236734313
11,3.002812957850447
12,16.441617257547414
13,25.00005851311397
14,2.987249068871894
15,11.150616518873438
16,24.99978736589531
17,24.998890593934686
18,-0.00015535856557504898
19,24.9995648073886
20,20.428203042541455
21,0.47309294837269406
22,2.9921604718081056
23,24.99926668662764
24,2.9955475856354687
25,-0.2108420503875764
26,24.999987247109665
27,7.466181496218511
28,15.211564346675198
29,24.998614405064604
30,24.999513263165543
31,2.9948454596452017
32,25.000364285970292
33,3.0048242909354737
34,2.980651343910628
35,6.869026735560558
36,25.0004026549137
37,3.0084100447116398
38,3.0230708653008143
39,2.99831977063179
40,24.99827109161942
41,25.000778980487695
42,7.475734980644099
43,25.00001684029365
44,4.224984038805236
45,8.717833878441255
46,0.4061706649884102
47,24.998492851707542
48,2.9971414193543175
49,25.001686104998207
50,25.000401358094386
51,0.343100343026455
52,-0.13157668993909466
53,3.010246382974109
54,2.9941675106726837
55,25.001154466088984
56,20.781408990823564
57,3.0000443440098454
58,3.001583785982499
59,24.99988342402538
60,24.999944537144074
61,24.999356081419617
62,11.545580154021291
63,8.61010487653674
64,25.001257734806583
65,8.451197614054603
66,2.9715517959129696
67,8.634805223389755
68,8.281878759501929
69,8.378723273757437
70,3.0051104291459656
71,3.575836900522104
72,2.974152555434969
73,0.37663810599965936
74,2.99305364192936
75,20.979478386408577
76,24.999543242634026
77,24.999911391807686
78,3.005828510292686
79,25.000522193899926
80,3.009890603368097
81,25.00114982256322
82,3.0126113092216444
83,25.000918484205794
84,14.1445274584652
85,25.000064313347483
86,25.00026439897988
87,17.164504062101106
88,25.00090009737217
89,12.82628228929205
90,3.0029143061762653
91,3.0152519980389214
92,25.001069285781043
93,24.998683898022616
94,3.0040270939805875
95,4.259613091941688
96,3.004286030083019
97,3.0125136485052666
98,-0.40913768398013306
99,3.00296551611822
100,2.998628975524359
101,2.991322718255286
102,24.999028410195326
103,9.419747723190628
104,25.00083151963655
105,25.000515973567815
106,24.99950542433303
107,25.001208831861646
108,24.999591337775566
109,25.00003643052963
110,25.00054733067266
111,0.9314637925526144
112,-0.3401314012614236
113,4.03039663340937
114,3.0020000450731823
115,24.99902395686727
116,7.9031280382921985
117,2.9952258777998777
118,3.0082825940206064
119,7.595908283900238
120,17.593435803430058
121,4.315727308181219
122,0.11550863367168569
123,2.9811444993680696
124,14.24239080589435
125,3.005543644419343
126,-0.08171791532808131
127,0.35223703702180176
128,3.0029179058347526
129,0.2337752368175111
130,25.00019741583249
131,18.29235088957782
132,24.999890328229046
133,3.0000984640450206
134,22.84556167345179
135,24.997533324164397
136,24.999437689295267
137,3.0102108812570036
138,2.99535257490824
139,8.587197963013915
140,24.999955237400318
141,24.99976086330884
142,3.0102011668598347
143,25.002578544684745
144,25.00099715988257
145,7.998728151563243
146,0.24972844623126556
147,3.008013297715603
148,24.998841347153764
149,3.00688060022276
150,25.00101408464965
151,3.0061913951024186
152,24.99953787485888
153,25.00044852080847
154,-0.13181434933654743
155,3.001124598422085
156,4.160315602997546
157,-0.466875742745122
158,3.0021255130734974
159,8.830846363032201
160,3.0132669004196497
161,0.09298929437779434
162,3.000577063623405
163,2.982212173919643
164,13.617638400574396
165,-0.10496317061201779
166,-0.27420917138558376
167,24.999635422550753
168,24.999604199060492
169,0.24303320142163165
170,3.0102212238547597
171,2.998167616054235
172,24.99993991968964
173,0.6276186873621092
174,24.998313327286592
175,25.000378870755654
176,3.000438999331924
177,3.0049527891470658
178,25.001461797279966
179,24.998752911547985
180,25.002641897686782
181,2.9984442303954197
182,5.8877582808494955
183,3.0020716938300973
184,8.209443816179004
185,25.001126445515283
186,0.34587193509345504
187,25.00044799907899
188,25.000795300499018
189,4.820398556617156
190,24.999308807548495
191,25.00073609745357
192,25.000336908127714
193,-0.4308774479298427
194,13.786539142644628
195,8.376977435085653
196,25.000169165385678
197,-0.10117360997888027
198,24.99988492640543
199,24.999415423534984
200,4.4926412828545805
201,3.013637584311548
202,2.9912933818245695
203,3.0041204151980105
204,25.000681551807034
205,2.9922650715135437
206,24.998325978690044
207,25.0003629358377
208,7.826121765845849
209,3.014787594988053
210,25.00141536047464
211,25.00150047810973
212,24.998672401249607
213,24.998859582761856
214,24.998710278857537
215,25.001147226015362
216,6.965669762483165
217,3.0101347103729528
218,3.000804331848525
219,24.999599929259343
220,24.99965634096373
221,7.662387131562341
222,24.99944788646852
223,24.999024895606702
224,4.023249271593152
225,24.9983091311429
226,17.387786558518915
227,24.99843064227397
228,25.00024413203234
229,25.000879135031457
230,25.00150162309464
231,3.5837955871563745
232,0.18385274718553854
233,24.999843449250438
234,25.002109388744458
235,24.999705233498542
236,2.9970760034674684
237,2.992940383543437
238,-0.10498686794209734
239,3.0007960367888074
240,24.999632062031683
241,25.00039125569099
242,24.99883634222116
243,3.013862664365372
244,24.99865948598846
245,25.00263196210517
246,24.997650478633492
247,-0.7805152557186819
248,25.000161472836954
249,3.009752675687035
250,24.999314428093903
251,24.99977828404898
252,25.00152091821533
253,25.0007447194864
254,24.999513218342777
255,24.999707496238514
256,25.00159016652787
257,2.998931416928041
258,8.019359470794587
259,-0.18787495549096317
260,0.3210273446359157
261,0.5288475507141079
262,2.9983233417092654
263,3.010423080349228
264,-0.3771010813620957
265,3.0006143208377325
266,25.000400939220484
267,25.000307058744184
268,25.00068206259159
269,3.007014287659482
270,-0.11654603049220676
271,2.9796292352413216
272,17.015073824523512
273,24.999276482237168
274,3.003418560807418
275,25.000146051842467
276,25.00024064893199
277,-0.5193941051024767
278,-0.20525523141182084
279,15.89318494763041
280,-0.19119351464777945
281,3.991056079709003
282,0.3029851190900195
283,25.00055339235002
284,3.7503479599136056
285,2.9941879905198254
286,3.0066128865140005
287,2.983349245740064
288,25.000719687058215
289,-0.8876214205517847
290,25.00262773519965
291,25.000965106216718
292,-0.6089683866603997
293,3.021142782251992
294,25.001240435160263
295,-0.7203798523345358
296,8.563408648773448
297,0.5482664142051734
298,9.729905336877536
299,25.000048021116385
300,18.753464511714895
301,25.001039793106127
302,3.005282399141578
303,8.269749600471327
304,2.9951147391734914
305,4.2660772711814765
306,24.99889719317313
307,25.001270065696126
308,3.506214234830519
309,7.585118840720569
310,-0.11617869824636992
311,25.001541856726906
312,3.018289372722642
313,3.008953340899308
314,7.393808764133137
315,7.484828697837417
316,4.134736341680198
317,3.35558707387264
318,25.001092590036226
319,25.00043187704261
320,6.377009037605211
321,24.998649220020457
322,2.9843797003961767
323,0.13641247103263243
324,25.00154563779887
325,9.960266098850866
326,7.718299571412346
327,25.00193122363251
328,24.998852761166116
329,7.261745126111537
330,0.034820374742677976
331,24.99934870089612
332,8.843173425338168
333,17.117243744980172
334,24.999871380698327
335,2.9991491052393973
336,-0.4122502873768105
337,25.00013539955755
338,25.000353100033465
339,3.2216154122043172
340,-0.6983795879674878
341,15.92224257294586
342,3.9754555877080104
343,25.000530689143822
344,2.9983104385590997
345,24.998489249764134
346,3.0028466331811616
347,3.012642476921902
348,2.988574934807941
349,0.9196741920629721
350,2.9966128910066194
351,7.870396393186726
352,-0.423840534999349
353,24.999528529244103
354,0.3864226978364543
355,-0.5177642087104753
356,2.9916255587818683
357,7.257971356149327
358,25.00097347723502
359,2.9978574364329296
360,24.999577661654445
361,7.5220722994499685
362,24.99825797668037
363,2.99489311620035
364,24.999496207020414
365,25.000649205602937
366,24.99963517138758
367,24.998616618363265
368,24.999793727163304
369,15.537050400180641
370,2.9928233573023793
371,3.0150113035117068
372,24.99994055731121
373,8.406226157554052
374,0.06510747707898479
375,25.001995935427292
376,16.122317036968752
377,18.97544566349142
378,13.979313867283901
379,25.000231168290487
380,24.998732469905455
381,-0.2378192797625288
382,24.998613508681885
383,2.9957311015815797
384,6.501073844439897
385,-0.4298439946720903
386,25.002078096182196
387,0.4004648233325634
388,0.6660999419474527
389,14.749875816412855
390,25.000284367738836
